iteration,taxid,set,latestsppname,LatestSppName
26,10359,train,Human betaherpesvirus 5,Human betaherpesvirus 5
26,10372,train,Human betaherpesvirus 7,Human betaherpesvirus 7
26,11137,train,Human coronavirus 229E,Human coronavirus 229E
26,277944,train,Human coronavirus NL63,Human coronavirus NL63
26,10376,train,Human gammaherpesvirus 4,Human gammaherpesvirus 4
26,37296,train,Human gammaherpesvirus 8,Human gammaherpesvirus 8
26,11676,train,Human immunodeficiency virus 1,Human immunodeficiency virus 1
26,11709,train,Human immunodeficiency virus 2,Human immunodeficiency virus 2
26,129875,train,Human mastadenovirus A,Human mastadenovirus A
26,108098,train,Human mastadenovirus B,Human mastadenovirus B
26,129951,train,Human mastadenovirus C,Human mastadenovirus C
26,130310,train,Human mastadenovirus D,Human mastadenovirus D
26,130308,train,Human mastadenovirus E,Human mastadenovirus E
26,130309,train,Human mastadenovirus F,Human mastadenovirus F
26,162145,train,Human metapneumovirus,Human metapneumovirus
26,2560525,train,Human orthorubulavirus 2,Human orthorubulavirus 2
26,2560526,train,Human orthorubulavirus 4,Human orthorubulavirus 4
26,145856,train,Human picobirnavirus,Human picobirnavirus
26,1891762,train,Human polyomavirus 1,Human polyomavirus 1
26,12730,train,Human respirovirus 1,Human respirovirus 1
26,11216,train,Human respirovirus 3,Human respirovirus 3
26,1431460,train,Hunnivirus A,Hunnivirus A
26,1167696,train,Ikoma lyssavirus,Ikoma lyssavirus
26,59563,train,Ilheus virus,Ilheus virus
26,3052788,train,Imjin thottimvirus,Imjin thottimvirus
26,1972577,train,Indiana vesiculovirus,Indiana vesiculovirus
26,10995,train,Infectious bursal disease virus,Infectious bursal disease virus
26,11320,train,Influenza A virus,Influenza A virus
26,11520,train,Influenza B virus,Influenza B virus
26,11552,train,Influenza C virus,Influenza C virus
26,1511084,train,Influenza D virus,Influenza D virus
26,3052748,train,Insect shangavirus,Insect shangavirus
26,2501947,train,Iotaarterivirus debrazmo,Iotaarterivirus debrazmo
26,2501948,train,Iotaarterivirus kibreg 1,Iotaarterivirus kibreg 1
26,10567,train,Iotapapillomavirus 1,Iotapapillomavirus 1
26,3052308,train,Ippy mammarenavirus,Ippy mammarenavirus
26,3052765,train,Iranian wheat stripe tenuivirus,Iranian wheat stripe tenuivirus
26,249583,train,Irkut lyssavirus,Irkut lyssavirus
26,64291,train,Israel turkey meningoencephalomyelitis virus,Israel turkey meningoencephalomyelitis virus
26,11746,train,Jaagsiekte sheep retrovirus,Jaagsiekte sheep retrovirus
26,11072,train,Japanese encephalitis virus,Japanese encephalitis virus
26,3052481,train,Jeju orthohantavirus,Jeju orthohantavirus
26,36370,train,Jembrana disease virus,Jembrana disease virus
26,3052269,train,Jonchet jonvirus,Jonchet jonvirus
26,64309,train,Jugra virus,Jugra virus
26,1972568,train,Jurona vesiculovirus,Jurona vesiculovirus
26,64299,train,Jutiapa virus,Jutiapa virus
26,104580,train,Kadipiro virus,Kadipiro virus
26,3052404,train,Kaeng Khoi orthobunyavirus,Kaeng Khoi orthobunyavirus
26,3052401,train,Kairi orthobunyavirus,Kairi orthobunyavirus
26,1972616,train,Kamese hapavirus,Kamese hapavirus
26,2499677,train,Kappaarterivirus wobum,Kappaarterivirus wobum
26,10623,train,Kappapapillomavirus 2,Kappapapillomavirus 2
26,3052523,train,Kasokero orthonairovirus,Kasokero orthonairovirus
26,64311,train,Kedougou virus,Kedougou virus
26,3052524,train,Keterah orthonairovirus,Keterah orthonairovirus
26,3052483,train,Khabarovsk orthohantavirus,Khabarovsk orthohantavirus
26,237716,train,Khujand lyssavirus,Khujand lyssavirus
26,3052242,train,Kibale herbevirus,Kibale herbevirus
26,1972595,train,Kimberley ephemerovirus,Kimberley ephemerovirus
26,1972588,train,Klamath tupavirus,Klamath tupavirus
26,394239,train,Koala retrovirus,Koala retrovirus
26,44024,train,Kokobera virus,Kokobera virus
26,1978546,train,Kolente ledantevirus,Kolente ledantevirus
26,1972596,train,Koolpinyah ephemerovirus,Koolpinyah ephemerovirus
26,3052408,train,Koongol orthobunyavirus,Koongol orthobunyavirus
26,1972587,train,Kotonkan ephemerovirus,Kotonkan ephemerovirus
26,44025,train,Koutango virus,Koutango virus
26,1978543,train,Kumasi ledantevirus,Kumasi ledantevirus
26,1755590,train,Kunsagivirus A,Kunsagivirus A
26,33743,train,Kyasanur Forest disease virus,Kyasanur Forest disease virus
26,1972617,train,La Joya hapavirus,La Joya hapavirus
26,38766,train,Lagos bat lyssavirus,Lagos bat lyssavirus
26,3052335,train,Laibin mobatvirus,Laibin mobatvirus
26,2499621,train,Lambdaarterivirus afriporav,Lambdaarterivirus afriporav
26,35258,train,Lambdapapillomavirus 2,Lambdapapillomavirus 2
26,1972618,train,Landjia hapavirus,Landjia hapavirus
26,11085,train,Langat virus,Langat virus
26,3052310,train,Lassa mammarenavirus,Lassa mammarenavirus
26,3052311,train,Latino mammarenavirus,Latino mammarenavirus
26,1978540,train,Le Dantec ledantevirus,Le Dantec ledantevirus
26,40057,train,Lebombo virus,Lebombo virus
26,1985698,train,Lettuce big-vein associated varicosavirus,Lettuce big-vein associated varicosavirus
26,1985702,train,Lettuce necrotic yellows cytorhabdovirus,Lettuce necrotic yellows cytorhabdovirus
26,1985703,train,Lettuce yellow mottle cytorhabdovirus,Lettuce yellow mottle cytorhabdovirus
26,246280,train,Liao ning virus,Liao ning virus
26,1914574,train,Limnipivirus A,Limnipivirus A
26,1914576,train,Limnipivirus C,Limnipivirus C
26,3052148,train,Lloviu cuevavirus,Lloviu cuevavirus
26,3052313,train,Loei River mammarenavirus,Loei River mammarenavirus
26,11086,train,Louping ill virus,Louping ill virus
26,59509,train,Lumpy skin disease virus,Lumpy skin disease virus
26,3052315,train,Luna mammarenavirus,Luna mammarenavirus
26,3052316,train,Lunk mammarenavirus,Lunk mammarenavirus
26,3052484,train,Luxi orthohantavirus,Luxi orthohantavirus
26,3052303,train,Lymphocytic choriomeningitis mammarenavirus,Lymphocytic choriomeningitis mammarenavirus
26,1891767,train,Macaca mulatta polyomavirus 1,Macaca mulatta polyomavirus 1
26,10325,train,Macacine alphaherpesvirus 1,Macacine alphaherpesvirus 1
26,47929,train,Macacine betaherpesvirus 3,Macacine betaherpesvirus 3
26,45455,train,Macacine gammaherpesvirus 4,Macacine gammaherpesvirus 4
26,154334,train,Macacine gammaherpesvirus 5,Macacine gammaherpesvirus 5
26,3052317,train,Machupo mammarenavirus,Machupo mammarenavirus
26,137443,train,Macropodid alphaherpesvirus 1,Macropodid alphaherpesvirus 1
26,3052413,train,Madrid orthobunyavirus,Madrid orthobunyavirus
26,348823,train,Maize Iranian mosaic nucleorhabdovirus,Maize Iranian mosaic nucleorhabdovirus
26,209854,train,Maize fine streak nucleorhabdovirus,Maize fine streak nucleorhabdovirus
26,279896,train,Maize mosaic nucleorhabdovirus,Maize mosaic nucleorhabdovirus
26,10989,train,Maize rough dwarf virus,Maize rough dwarf virus
26,3052767,train,Maize stripe tenuivirus,Maize stripe tenuivirus
26,185954,train,Mal de Rio Cuarto virus,Mal de Rio Cuarto virus
26,1972570,train,Malpais Spring vesiculovirus,Malpais Spring vesiculovirus
26,1239565,train,Mamastrovirus 1,Mamastrovirus 1
26,1239574,train,Mamastrovirus 10,Mamastrovirus 10
26,1239577,train,Mamastrovirus 13,Mamastrovirus 13
26,1239566,train,Mamastrovirus 2,Mamastrovirus 2
26,1239567,train,Mamastrovirus 3,Mamastrovirus 3
26,1239569,train,Mamastrovirus 5,Mamastrovirus 5
26,1239570,train,Mamastrovirus 6,Mamastrovirus 6
26,1239573,train,Mamastrovirus 9,Mamastrovirus 9
26,1714619,train,Mammalian 1 orthobornavirus,Mammalian 1 orthobornavirus
26,2560580,train,Mammalian orthorubulavirus 5,Mammalian orthorubulavirus 5
26,1972619,train,Manitoba hapavirus,Manitoba hapavirus
26,3052416,train,Manzanilla orthobunyavirus,Manzanilla orthobunyavirus
26,3052485,train,Maporal orthohantavirus,Maporal orthohantavirus
26,3052559,train,Mapuera orthorubulavirus,Mapuera orthorubulavirus
26,1972574,train,Maraba vesiculovirus,Maraba vesiculovirus
26,1972620,train,Marco hapavirus,Marco hapavirus
26,3052418,train,Marituba orthobunyavirus,Marituba orthobunyavirus
26,11855,train,Mason-Pfizer monkey virus,Mason-Pfizer monkey virus
26,59301,train,Mayaro virus,Mayaro virus
26,35279,train,Meaban virus,Meaban virus
26,11234,train,Measles morbillivirus,Measles morbillivirus
26,2170004,train,Megrivirus A,Megrivirus A
26,3052599,train,Menangle pararubulavirus,Menangle pararubulavirus
26,3052319,train,Merino Walk mammarenavirus,Merino Walk mammarenavirus
26,338781,train,Micromonas pusilla reovirus,Micromonas pusilla reovirus
26,1335626,train,Middle East respiratory syndrome-related coronavirus,Middle East respiratory syndrome-related coronavirus
26,694000,train,Miniopterus bat coronavirus 1,Miniopterus bat coronavirus 1
26,694001,train,Miniopterus bat coronavirus HKU8,Miniopterus bat coronavirus HKU8
26,1511779,train,Mischivirus A,Mischivirus A
26,2003499,train,Mischivirus C,Mischivirus C
26,64300,train,Modoc virus,Modoc virus
26,3052224,train,Mojiang henipavirus,Mojiang henipavirus
26,10279,train,Molluscum contagiosum virus,Molluscum contagiosum virus
26,11809,train,Moloney murine sarcoma virus,Moloney murine sarcoma virus
26,10244,train,Monkeypox virus,Monkeypox virus
26,3052486,train,Montano orthohantavirus,Montano orthohantavirus
26,3052320,train,Mopeia mammarenavirus,Mopeia mammarenavirus
26,1481452,train,Mosavirus A,Mosavirus A
26,2083199,train,Mosso das Pedras virus,Mosso das Pedras virus
26,1972622,train,Mossuril hapavirus,Mossuril hapavirus
26,1978542,train,Mount Elgon bat ledantevirus,Mount Elgon bat ledantevirus
26,11757,train,Mouse mammary tumor virus,Mouse mammary tumor virus
26,698672,train,Moussa virus,Moussa virus
26,2560602,train,Mumps orthorubulavirus,Mumps orthorubulavirus
26,1297661,train,Munia coronavirus HKU13,Munia coronavirus HKU13
26,334203,train,Mupapillomavirus 1,Mupapillomavirus 1
26,334204,train,Mupapillomavirus 2,Mupapillomavirus 2
26,10366,train,Murid betaherpesvirus 1,Murid betaherpesvirus 1
26,28304,train,Murid betaherpesvirus 2,Murid betaherpesvirus 2
26,33708,train,Murid gammaherpesvirus 4,Murid gammaherpesvirus 4
26,694005,train,Murine coronavirus,Murine coronavirus
26,11786,train,Murine leukemia virus,Murine leukemia virus
26,129956,train,Murine mastadenovirus A,Murine mastadenovirus A
26,1146873,train,Murine mastadenovirus B,Murine mastadenovirus B
26,11263,train,Murine orthopneumovirus,Murine orthopneumovirus
26,3052731,train,Murine respirovirus,Murine respirovirus
26,11079,train,Murray Valley encephalitis virus,Murray Valley encephalitis virus
26,1891730,train,Mus musculus polyomavirus 1,Mus musculus polyomavirus 1
26,1891770,train,Mus musculus polyomavirus 2,Mus musculus polyomavirus 2
26,311228,train,Mycoreovirus 1,Mycoreovirus 1
26,311229,train,Mycoreovirus 3,Mycoreovirus 3
26,10273,train,Myxoma virus,Myxoma virus
26,3052529,train,Nairobi sheep disease orthonairovirus,Nairobi sheep disease orthonairovirus
26,59302,train,Ndumu virus,Ndumu virus
26,118027,train,Nelson Bay orthoreovirus,Nelson Bay orthoreovirus
26,1972578,train,New Jersey vesiculovirus,New Jersey vesiculovirus
26,2170030,train,Newbury 1 virus,Newbury 1 virus
26,1972623,train,Ngaingan hapavirus,Ngaingan hapavirus
26,1985695,train,Niakha sripuvirus,Niakha sripuvirus
26,1159904,train,Night heron coronavirus HKU19,Night heron coronavirus HKU19
26,33724,train,Nilaparvata lugens reovirus,Nilaparvata lugens reovirus
26,1978536,train,Nishimuro ledantevirus,Nishimuro ledantevirus
26,1978533,train,Nkolbisson ledantevirus,Nkolbisson ledantevirus
26,1985704,train,Northern cereal mosaic cytorhabdovirus,Northern cereal mosaic cytorhabdovirus
26,11983,train,Norwalk virus,Norwalk virus
26,3052337,train,Nova mobatvirus,Nova mobatvirus
26,64292,train,Ntaya virus,Ntaya virus
26,334205,train,Nupapillomavirus 1,Nupapillomavirus 1
26,1978544,train,Oita ledantevirus,Oita ledantevirus
26,3052321,train,Okahandja mammarenavirus,Okahandja mammarenavirus
26,3052322,train,Oliveros mammarenavirus,Oliveros mammarenavirus
26,82676,train,Omikronpapillomavirus 1,Omikronpapillomavirus 1
26,12542,train,Omsk hemorrhagic fever virus,Omsk hemorrhagic fever virus
26,2169701,train,Onyong-nyong virus,Onyong-nyong virus
26,152177,train,Orchid fleck dichorhavirus,Orchid fleck dichorhavirus
26,1972624,train,Ord River hapavirus,Ord River hapavirus
26,10258,train,Orf virus,Orf virus
26,3052428,train,Oriboca orthobunyavirus,Oriboca orthobunyavirus
26,3052429,train,Oropouche orthobunyavirus,Oropouche orthobunyavirus
26,1678143,train,Orthohepevirus A,Orthohepevirus A
26,1678144,train,Orthohepevirus B,Orthohepevirus B
26,1678145,train,Orthohepevirus C,Orthohepevirus C
26,40058,train,Orungo virus,Orungo virus
26,1511781,train,Oscivirus A,Oscivirus A
26,130327,train,Ovine atadenovirus D,Ovine atadenovirus D
26,10398,train,Ovine gammaherpesvirus 2,Ovine gammaherpesvirus 2
26,114424,train,Ovine mastadenovirus A,Ovine mastadenovirus A
26,40059,train,Palyam virus,Palyam virus
26,188763,train,Panine betaherpesvirus 2,Panine betaherpesvirus 2
26,340907,train,Papiine alphaherpesvirus 2,Papiine alphaherpesvirus 2
26,3052323,train,Paraguayan mammarenavirus,Paraguayan mammarenavirus
26,129728,train,Parapoxvirus of red deer in New Zealand,Parapoxvirus of red deer in New Zealand
26,1803956,train,Parechovirus A,Parechovirus A
26,1803957,train,Parechovirus B,Parechovirus B
26,2031165,train,Parechovirus C,Parechovirus C
26,2031166,train,Parechovirus D,Parechovirus D
26,1511783,train,Pasivirus A,Pasivirus A
26,1548720,train,Passeriform 1 orthobornavirus,Passeriform 1 orthobornavirus
26,1511803,train,Passerivirus A,Passerivirus A
26,3052431,train,Patois orthobunyavirus,Patois orthobunyavirus
26,3052610,train,Pegivirus A,Pegivirus A
26,3052611,train,Pegivirus B,Pegivirus B
26,3052608,train,Pegivirus C,Pegivirus C
26,3052607,train,Pegivirus D,Pegivirus D
26,3052604,train,Pegivirus E,Pegivirus E
26,3052605,train,Pegivirus F,Pegivirus F
26,3052612,train,Pegivirus G,Pegivirus G
26,3052606,train,Pegivirus H,Pegivirus H
26,3052613,train,Pegivirus I,Pegivirus I
26,3052609,train,Pegivirus J,Pegivirus J
26,3052614,train,Pegivirus K,Pegivirus K
26,1972569,train,Perinet vesiculovirus,Perinet vesiculovirus
26,356862,train,Peruvian horse sickness virus,Peruvian horse sickness virus
26,3052619,train,Pestivirus A,Pestivirus A
26,3052626,train,Pestivirus B,Pestivirus B
26,3052625,train,Pestivirus C,Pestivirus C
26,3052620,train,Pestivirus H,Pestivirus H
26,3052618,train,Pestivirus I,Pestivirus I
26,3052631,train,Phasi Charoen-like phasivirus,Phasi Charoen-like phasivirus
26,64894,train,Phnom Penh bat virus,Phnom Penh bat virus
26,47418,train,Phocid alphaherpesvirus 1,Phocid alphaherpesvirus 1
26,1972575,train,Piry vesiculovirus,Piry vesiculovirus
26,1678147,train,Piscihepevirus A,Piscihepevirus A
26,1980916,train,Piscine novirhabdovirus,Piscine novirhabdovirus
26,1157337,train,Piscine orthoreovirus,Piscine orthoreovirus
26,60876,train,Pixuna virus,Pixuna virus
26,133704,train,Porcine circovirus 1,Porcine circovirus 1
26,85708,train,Porcine circovirus 2,Porcine circovirus 2
26,28295,train,Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus
26,3241440,train,Porcine mastadenovirus C,Porcine mastadenovirus C
26,3052562,train,Porcine orthorubulavirus,Porcine orthorubulavirus
26,3052733,train,Porcine respirovirus 1,Porcine respirovirus 1
26,369960,train,Porcine type-C oncovirus,Porcine type-C oncovirus
26,1914568,train,Potamipivirus A,Potamipivirus A
26,195060,train,Potato yellow dwarf nucleorhabdovirus,Potato yellow dwarf nucleorhabdovirus
26,11083,train,Powassan virus,Powassan virus
26,194440,train,Primate T-lymphotropic virus 1,Primate T-lymphotropic virus 1
26,194441,train,Primate T-lymphotropic virus 2,Primate T-lymphotropic virus 2
26,3052189,train,Primate erythroparvovirus 1,Primate erythroparvovirus 1
26,1548713,train,Psittaciform 1 orthobornavirus,Psittaciform 1 orthobornavirus
26,1884878,train,Psittaciform 2 orthobornavirus,Psittaciform 2 orthobornavirus
26,12804,train,Puma lentivirus,Puma lentivirus
26,3052684,train,Punta Toro phlebovirus,Punta Toro phlebovirus
26,3052493,train,Puumala orthohantavirus,Puumala orthohantavirus
26,688436,train,Quaranfil quaranjavirus,Quaranfil quaranjavirus
26,3052338,train,Quezon mobatvirus,Quezon mobatvirus
26,10271,train,Rabbit fibroma virus,Rabbit fibroma virus
26,11976,train,Rabbit hemorrhagic disease virus,Rabbit hemorrhagic disease virus
26,104395,train,Rabbit picobirnavirus,Rabbit picobirnavirus
26,11292,train,Rabies lyssavirus,Rabies lyssavirus
26,1603962,train,Rabovirus A,Rabovirus A
26,10256,train,Raccoonpox virus,Raccoonpox virus
26,1972566,train,Radi vesiculovirus,Radi vesiculovirus
26,1884453,train,Reptile sunshinevirus 1,Reptile sunshinevirus 1
26,3052205,train,Reptilian ferlavirus,Reptilian ferlavirus
26,226613,train,Reptilian orthoreovirus,Reptilian orthoreovirus
26,186539,train,Reston ebolavirus,Reston ebolavirus
26,11636,train,Reticuloendotheliosis virus,Reticuloendotheliosis virus
26,2170199,train,Rhesus macaque simian foamy virus,Rhesus macaque simian foamy virus
26,693998,train,Rhinolophus bat coronavirus HKU2,Rhinolophus bat coronavirus HKU2
26,147711,train,Rhinovirus A,Rhinovirus A
26,147712,train,Rhinovirus B,Rhinovirus B
26,463676,train,Rhinovirus C,Rhinovirus C
26,10990,train,Rice black streaked dwarf virus,Rice black streaked dwarf virus
26,10991,train,Rice dwarf virus,Rice dwarf virus
26,10986,train,Rice gall dwarf virus,Rice gall dwarf virus
26,3052764,train,Rice hoja blanca tenuivirus,Rice hoja blanca tenuivirus
26,42475,train,Rice ragged stunt virus,Rice ragged stunt virus
26,3052763,train,Rice stripe tenuivirus,Rice stripe tenuivirus
26,3052676,train,Rift Valley fever phlebovirus,Rift Valley fever phlebovirus
26,11241,train,Rinderpest morbillivirus,Rinderpest morbillivirus
26,64285,train,Rio Bravo virus,Rio Bravo virus
26,3052495,train,Rockport orthohantavirus,Rockport orthohantavirus
26,3052193,train,Rodent erythroparvovirus 1,Rodent erythroparvovirus 1
26,3052717,train,Rodent protoparvovirus 1,Rodent protoparvovirus 1
26,3052718,train,Rodent protoparvovirus 2,Rodent protoparvovirus 2
26,1511805,train,Rosavirus A,Rosavirus A
26,11029,train,Ross River virus,Ross River virus
26,28875,train,Rotavirus A,Rotavirus A
26,28876,train,Rotavirus B,Rotavirus B
26,36427,train,Rotavirus C,Rotavirus C
26,335100,train,Rotavirus D,Rotavirus D
26,183405,train,Rotavirus F,Rotavirus F
26,183407,train,Rotavirus G,Rotavirus G
26,1348384,train,Rotavirus H,Rotavirus H
26,1637496,train,Rotavirus I,Rotavirus I
26,3052727,train,Rotterdam reptarenavirus,Rotterdam reptarenavirus
26,694006,train,Rousettus bat coronavirus HKU9,Rousettus bat coronavirus HKU9
26,64288,train,Royal Farm virus,Royal Farm virus
26,10353,train,Saimiriine alphaherpesvirus 1,Saimiriine alphaherpesvirus 1
26,10381,train,Saimiriine gammaherpesvirus 2,Saimiriine gammaherpesvirus 2
26,11080,train,Saint Louis encephalitis virus,Saint Louis encephalitis virus
